"IAFOST","2003","7-02085",40624,"DEER PARK IRONWORKS","GGPO"
"IAFOST","2003","7-14982",98,"ESSCHERT DESIGN USA LLC","GGPO"
"IAFOST","2003","7-15038",1812,"PANACEA","GGPO"
"IAFOST","2003","7-15064",1258,"WORLD SOURCE PARTNERS LLC","GGPO"
"IAFOST","2003","7-19908",2167,"ACHLA DESIGNS","GGPO"
"IAFOST","2003","7-24801",2898,"INDUSTRIAL NETTING, INC.","GGPO"
"IAFOST","2003","7-26232",2224,"DEROMA","GGPO"
"IAFOST","2003","7-26783",2345,"PLASTEC INDUSTRIES","GGPO"
"IAFOST","2003","7-27332",4796,"PANACEA","GGPO"
"IAFOST","2003","7-27744",25135,"VERY COOL STUFF","GGPO"
"IAFOST","2003","7-29331",1420,"LAKELAND MILLS, INC.","GGPO"
"IAFOST","2003","7-30883",3016,"LAWSON PRODUCTS, CORP.","GGPO"
"IAFOST","2003","7-32221",196679,"VOLUNTARY PURCHASING GROUPS","GGPO"
"IAFOST","2003","7-33853",18444,"MILLER HORTICULTURAL","GGPO"
"IAFOST","2003","7-39503",16082,"LIFETYME SEED COMPANY","GGPO"
"IAFOST","2003","7-44271",590,"POP'S HUMMINGBIRD SWINGS","GGPO"
"IAFOST","2003","7-45487",9554,"WORLD SOURCE PARTNERS LLC","GGPO"
"IAFOST","2003","7-48252",87,"GEORGETOWN HOME & GARDEN","GGPO"
"IAFOST","2003","7-50227",5041,"CUEVAS WHOLESALE GROUP","GGPO"
"IAFOST","2003","7-52289",28796,"FOXFARM SOIL & FERTILIZER CO.","GGPO"
"IAFOST","2003","7-52587",646,"SPRING STAR INC","GGPO"
"IAFOST","2003","7-52830",909,"GEORGETOWN HOME & GARDEN","GGPO"
"IAFOST","2003","7-58606",5101,"SPOONTIQUES","GGPO"
"IAFOST","2003","7-59181",8250,"LAND AND SEA","GGPO"
"IAFOST","2003","7-59188",3469,"CURTIS WAGNER PLACTICS CORP.","GGPO"
"IAFOST","2003","7-59834",3674,"NATURAL PACK / DBA SUPERMOSS","GGPO"
"IAFOST","2003","7-64454",625,"LANDMARK PLASTIC CORP","GGPO"
"IAFOST","2003","7-66063",59868,"ATHENS STONE CASTING","GGPO"
"IAFOST","2003","7-70932",4640,"THE HC COMPANIES INC","GGPO"
"IAFOST","2003","7-79711",275,"LAKELAND MILLS, INC.","GGPO"
"IAFOST","2003","7-82906",17568,"VIP INTERNATIONAL","GGPO"
"IAFOST","2003","7-84654",132,"BELDEN PLASTICS","GGPO"
"IAFOST","2003","7-93573",4185,"HyR BRIX","GGPO"
"IAFOST","2003","8-00763",930,"APOLLO EXPORTS","GGPO"
"IAFOST","2003","8-06760",269,"JJ POTTS","GGPO"
"IAFOST","2003","8-09048",27463,"RED CARPET STUDIOS","GGPO"
"IAFOST","2003","8-10020",1815,"SOUL OF THE PARTY","GGPO"
"IAFOST","2003","8-11214",80,"BLOEM, LLC","GGPO"
"IAFOST","2003","8-11381",2810,"PATIO ESSENTIALS","GGPO"
"IAFOST","2003","8-11421",8503,"WORLD SOURCE PARTNERS LLC","GGPO"
"IAFOST","2003","8-12754",21637,"CREEKSIDE SOILS","GGPO"
"IAFOST","2003","8-13001",1707,"ARCADIA GARDEN PRODUCTS","GGPO"
"IAFOST","2003","8-13269",292,"TDI BRANDS","GGPO"
"IAFOST","2003","8-14174",779,"BLOEM, LLC","GGPO"
"IAFOST","2003","8-14567",1916,"WORLD SOURCE PARTNERS LLC","GGPO"
"IAFOST","2003","8-15094",332,"PATIO ESSENTIALS","GGPO"
"IAFOST","2003","8-15562",4957,"CLASSIC BRANDS LLC","GGPO"
"IAFOST","2003","8-16871",2200,"CHIVE INC","GGPO"
"IAFOST","2003","8-16951",1867,"DOTCHI LLC","GGPO"
"IAFOST","2003","8-17085",1976,"GREAT STATE CORPORATION","GGPO"
"IAFOST","2003","8-17987",1043,"CONTINENTAL ART CENTER INC.","GGPO"
"IAFOST","2003","8-18573",1881,"BLOEM, LLC","GGPO"
"IAFOST","2003","8-21559",7102,"ALPINE CORPORATION","GGPO"
"IAFOST","2003","8-31596",2302,"COHASSET GIFTS & GARDEN","GGPO"
"IAFOST","2003","8-40014",291,"SUNSET VISTA DESIGNS., INC.","GGPO"
"IAFOST","2003","8-40041",18770,"SUNSET VISTA DESIGNS., INC.","GGPO"
"IAFOST","2003","8-40069",20581,"CONTINENTAL ART CENTER INC.","GGPO"
"IAFOST","2003","8-40595",28,"MARSHALL HOME","GGPO"
"IAFOST","2003","8-43458",6065,"CHIVE INC","GGPO"
"IAFOST","2003","8-45085",13,"MARSHALL HOME","GGPO"
"IAFOST","2003","8-45095",109431,"MARSHALL HOME","GGPO"
"IAFOST","2003","8-45182",41788,"OAK STREET WHOLESALE","GGPO"
"IAFOST","2003","8-46228",14657,"GREAT FINDS","GGPO"
"IAFOST","2003","8-49637",815,"ARCADIA GARDEN PRODUCTS","GGPO"
"IAFOST","2003","8-50000",1572,"SOIL DIVA","GGPO"
"IAFOST","2003","8-50486",540,"GREAT STATE CORPORATION","GGPO"
"IAFOST","2003","8-52677",1158,"McREE'S MULTI SERVICES LLC","GGPO"
"IAFOST","2003","8-52741",110,"DILLON GROUP","GGPO"
"IAFOST","2003","8-52885",248,"EPOCH RAIN BARRELS","GGPO"
"IAFOST","2003","8-53126",108,"APOLLO EXPORTS","GGPO"
"IAFOST","2003","8-53764",2464,"CONCEPT GRNHSE & GDN SUPPLIES","GGPO"
"IAFOST","2003","8-54246",3649,"MUSIC OF THE SPHERES","GGPO"
"IAFOST","2003","8-56547",1032,"NATURE INNOVATIONS","GGPO"
"IAFOST","2003","8-57414",5053,"NATURE INNOVATIONS","GGPO"
"IAFOST","2003","8-57970",1331,"EZ GROW PRODUCTS, LLC","GGPO"
"IAFOST","2003","8-60001",899,"CONCEPT GRNHSE & GDN SUPPLIES","GGPO"
"IAFOST","2003","8-60069",503,"CONCEPT GRNHSE & GDN SUPPLIES","GGPO"
"IAFOST","2003","8-60301",1224,"PITTMOSS LLC","GGPO"
"IAFOST","2003","8-61772",1056,"PITTMOSS LLC","GGPO"
